media_id,synonym
30349,Kombinezon bojowy Gundam Wing
31936,Shin Kidou Senki Gundam Wing: Endless Waltz
31936,Mobile Suit Gundam Wing: ENDLESS WALTZ
95568,Mobile Suit Gundam Wing: Endless Waltz
95568,	 新機動戦記ガンダムＷ Ｅｎｄｌｅｓｓ　Ｗａｌｔｚ
91,Shin Kidou Senki Gundam W: Endless Waltz 
90,Shin Kidou Senki Gundam W
90,New Mobile Report Gundam Wing
89,Kidou Senshi V Gundam
147938,Go! Go! Our Victory-G!
147938,Go! Go! Our V Gundam!!
149558,Gundam 0079 - Nightmare of Solomon
43420,Kidou Senshi Gundam 0083: Hoshikuzu no Eiyuu Chikyuuhen
43420,Kidou Senshi Gundam 0083: Hoshikuzu no Eiyuu
43420,Kidou Senshi Gundam 0083: Hoshikuzu no Eiyuu Uchuuhen
39854,Nightmare of Solomon
90875,Mobile Suit Gundam 0083 Rebellion
144234,Gセイバー
61939,Mobile Suit Victory Gundam Side Story
61939,Kidou Senshi Victory Gundam Gaiden
150411,Mobile Suit V Gundam: Project Exodus
58007,Gundam vs Ideon
35202,Crossbone Gundam
35202,Mobile Suit Gundam Crossbone
35203,Mobile Suit Crossbone Gundam: Skull Heart
35203,Mobile Suit Crossbone Gundam - Gaiden
35204,Crossbone Gundam Steel 7
35204,Mobile Suit Crossbone Gundam Koutetsu no 7 Nin
35204,Mobile Suit Crossbone Gundam: The Steel Seven
35204,Kidou Senshi Crossbone Gundam Koutetsu no Shichinin
62799,Mobile Suit Crossbone Gundam: Ghost
121818,Kidou Senshi Crossbone Gundam: Dust
121818,Mobile Suit Cross Born Gundam: Dust
145424,Mobile Suit Crossbone Gundam X-11
166123,Mobile Suit Crossbone Gundam Love & Piece
46456,Mobile Suit Gundam F91
141612,Mobile Suit Gundam F91
39273,Mobile Suit Gundam F90
114477,Mobile Suit Gundam F90 Fastest Formula
5723,Mobile Suit Gundam: More Information on the Universal Century
147489,Mobile Suit Gundam 0080: War in the Pocket
53869,Mobile Suit Gundam 0080: War in the Pocket
87,Mobile Suit Gundam: Odwet Chara
138344,Mobile Suit Gundam Pulitzer: Amuro Ray Beyond the Aurora
90921,Mobile Suit Gundam: Char's Counterattack
46168,ZZ Gundam
46168,Mobile Suit Gundam ZZ
50423,Char's Counterattack
50423,Mobile Suit Gundam: Char's Counterattack - Beyond the Time
50423,Mobile Suit Gundam: Char's Counter Attack - Beyond the Time
49514,Mobile Suit Gundam: The Revival of Zeon
153277,Mobile Suit Gundam: The Revival of Zeon - Remnant One
147110,Mobile Suit Gundam New Revival of Zeon
52122,Mobile Suit Variation: Johnny Ridden no Kikan
52122,Mobile Suit Gundam MSV-R: Return of Johnny Ridden
60591,Mobile Suit Gundam: Char's Counterattack - High Streamer
60591,Mobile Suit Gundam: Hi-Streamer
107801,機動戦士MOONガンダム
3288,Mobile Suit Gundam Evolve
30593,Mobile Suit Gundam SEED: Astray
30345,Kidou Senshi Gundam SEED X Astray
30594,Kidou Senshi Gundam SEED: Astray R
156174,Mobile Suit Gundam SEED DESTINY ASTRAY - Re:MasterEdition
40982,Mobile Suit Gundam SEED DESTINY ASTRAY
30351,Mobile Suit Gundam SEED
33865,Kidou Senshi Gundam SEED
33865,Mobile Suit Gundam SEED (Novel)
20658,G-Reco
114334,Gundam Reconguista in G II
114334,Gekijouban Gundam G no Reconguista 2
114334,Gundam: G no Reconguista Movie 2 - Bellri Advances
114334,G-Reco Movie 2
105596,Gekijouban Gundam G no Reconguista
105596,G-Reco Movie 1
132324,G-Reco Movie 3
132324,Gundam Reconguista in G 3
132324,Gundam Reconguista in G III: Heritage from space
132324,Gekijouban Gundam G no Reconguista 3
146631,G-Reco Movie 4
146631,Reconguista in G the Movie Ⅳ Shouting Love Into a Fierce Fight
146632,G-Reco Movie 5
146632,Reconguista in G the Movie Ⅴ Crossing the Line Between Life and Death  
93067,G-Reco
21268,Gundam IBO
21268,G-Tekketsu
124525,Mobile Suit Gundam: Iron-Blooded Orphans II
21749,Gundam IBO
21749,G-Tekketsu
50467,Mobile Suit Gundam 00 Lite Novel
50467,Mobile Suit Gundam 00 Novels
41561,Mobile Suit Gundam OO
41561,Kidou Senshi Gundam OO
49033,Mobile Suit Gundam Second Season
49033,Kidou Senshi Gundam 00 2nd.Season
49033,Kidou Senshi Gundam 00 Second Season
36732,Kidou Senshi Gundam 00
50477,Mobile Suit Gundam 00 Lite Novel: Second Season
6288,Gundam Double O Movie
54812,Kidou Senshi Gundam 00 - A Wakening of the Trailblazer
54548,Gundam 00I 2314
45148,Mobile Suit Gundam OOI
34404,機動戦士ガンダム 00F
34404,Kidou Senshi Gundam 00F
5351,Gundam 00 Soushuuhen
77248,Kidou Senshi Gundam AGE: Final Evolution
65321,Kidou Senshi Gundam AGE: Second Evolution
65319,Kidou Senshi Gundam AGE: First Evolution
60861,Kidou Senshi Gundam AGE: Hajimari no Monogatari
2743,Mobile Suit Gundam Mini Seed
2743,Gundam Seed Character Theater
2269,The Empty Battlefield
2269,Mobile Suit Gundam SEED: Movie
2269,Kokuu no Senjou
2294,Sorezore no Ken
134761,Mobile Suit Gundam SEED FREEDOM
30408,Kidou Senshi Gundam SEED Destiny
30408,Mobile Suit Gundam SEED Destiny
43787,Gundam SEED Destiny: The Edge
43787,Kidou Senshi Gundam SEED Destiny: The Edge
46088,Kidou Senshi Gundam SEED C.E.73 Stargazer
92,New Mobile Century Gundam X
50221,Mobile New Century Gundam X
50221,Kidou Shin Seiki Gundam X
50221,After War Gundam X: Newtype Warrior Jamil Neate
50221,機動新世紀ガンダムX外伝 ニュータイプ戦士ジャミル・ニート
50221,Kidou Shin Seiki Gundam X Gaiden: Newtype Senshi Jamil Neate
137373,After War Gundam X
33087,After War Gundam X: Under the Moonlight
95,Mobile Suit Gundam Turn A
65281,∀ Gundam
65281,∀（ターンエー）ガンダム
34186,∀Gundam
34186,∀[ターンエー]ガンダム
34186,Turn ∀Gundam
34186,Turn
146167,∀(ターンエー)ガンダム
146167,ターンエーガンダム
61845,Turn A Gundam: Wind of the Moon
61845,∀ Gundam: Tsuki no Kaze
3964,∀ Gundam II: Gekkou Chou
3626,Gundam Wing: Odd & Even Numbers
3626,Gundam Wing: Operation Meteor
3626,New Mobile Report Gundam Wing: Operation Meteor
95567,Mobile Suit Gundam Wing
55822,Shin Kidō Senki Gundam W Frozen Teardrop
30454,Mobile Suit Gundam Wing: The Last Outpost
30454,New Mobile Report Gundam Wing Dual Story: G-Unit
30454,Shin Kidou Senki Gundam Wing: G-UNIT
30454,New Mobile Report Gundam Wing: Dual Story - G-UNIT
30454,Kombinezon bojowy Gundam Wing: G-Unit
145192,Shin Kidou Senki Gundam W G-UNIT OG
145192,Mobile Suit Gundam Wing G-UNIT Operation Galiarest
54679,Shin Kidou Senki Gundam W: Endless Waltz - Haishatachi no Eikou
54679,New Mobile Report Gundam W: Endless Waltz - The Glory of Losers
54679,New Mobile Report Gundam W: Endless Waltz - Glory of the Defeated
54679,Shin Kidou Senki Gundam Wing: Endless Waltz - Haisha-tachi no Eikou
54679,Mobile Suit Gundam Wing Endless Waltz Glory of the Losers
2728,White Reflection
31938,Shin Kidou Senki Gundam Wing: Battlefield of Pacifists
31938,Mobile Suit Gundam Wing: Schlachtfeld der Pazifisten
31939,Shin Kidou Senki Gundam W: Blind Target
31939,Shin Kidou Senki Gundam Wing: Blind Target
31939,Mobile Suit Gundam Wing: Blind Target
31941,Shin Kidou Senki Gundam Wing: Ground Zero
31941,Shin Kidou Senki Gundam Wing: Ground Zero
90291,New Mobile Report Gundam Wing Parody Anthology
31546,Shin Kidou Senki Gundam W: Episode Zero
31546,New Mobile Report Gundam Wing: Episode Zero
31546,Mobile Suit Gundam Wing: Episode Zero
150708,Mobile Fighter G Gundam: 7th Fight
1968,Kidou Senshi Z Gundam II: Koibito-tachi
1968,Kido Senshi Z Gundam II - Koibito Tachi
8839,0087: Green Divers
8839,Green Divers
37761,ガンダム・センチネル ALICEの懴悔
37761,Gundam Sentinel: Alice’s Confession
116090,Mobile Suit Gundam Walpurgis   
159574,Mobile Suit Gundam Valpurgis EVE -The Night Before the Awakening-
35206,Mobile Suit Gundam: Hathaway's Flash
113971,Mobile Suit Gundam Hathaway's Flash 2
113971,機動戦士ガンダム 閃光のハサウェイ2
113971,Kidou Senshi Gundam: Senkou no Hathaway 2
35177,Gundam UC
35177,きどうせんしガンダムユニコーン
35177,โมบิลสูทกันดั้ม ยูนิคอร์น
147457,Mobile Suit Gundam Unicorn: The Noble Shroud
137958,Mobile Suit Gundam Unicorn The Truth of E.F.F.
137958,Kidou Senshi Gundam Unicorn Hoshizuki no Kakera
147116,Mobile Suit Gundam UC MSV Kusabi
147123,Mobile Suit Gundam UC Testament
116953,獅子の帰還
116953,Return of the Lion
116953,機動戦士ガンダムUC episode EX2 獅子の帰還
48254,Mobile Suit Gundam UC
48254,Kidou Senshi Gundam Unicorn
48254,Mobile Suit Gundam Unicorn -Bande Dessinee-
116813,Mobile Suit Gundam UC Bande Dessinée Episode:0
147549,I Live Gundam UC
147504,I Live Gundam
117253,Grand Generation Char and Amuro
117253,ガンもどき
117253,Ganmodoki
126664,SD กันดั้ม เวิลด์ฮีโร่ส์
152641,Assault on Casablanca
151442,Mobile Suit Gundam: Cucuruz Doan’s Island -Doan and Rolland-
139274,G-Witch
139274,Mobile Suit Gundam: Penyihir dari Mercury
139274,機動戰士鋼彈 水星的魔女
139274,Мобильный воин Гандам: Ведьма с Меркурия
146922,Mobile Suit Gundam: The Witch from Mercury Episode 0
146922,G-Witch Prologue
163179,Mobile Suit Gundam: The Witch from Mercury - Vanadis Heart
155158,G-Witch 2
155158,機動戰士鋼彈 水星的魔女 Season2
155158,Мобильный воин Гандам: Ведьма с Меркурия
147020,Mobile Suit Gundam Moon Crisis
147020,Mobile Suit Gundam In U.C. 0099: Moon Crisis
147054,Mobile Suit Gundam Reon
147711,Mobile Suit Gundam Moon Crisis: HIGHLANDERS
18449,Kidou Senshi Gundam Senki: Avant Title
64033,UC Hardgraph Iron Mustang
147017,Dr. Acguy
8287,BB Senshi
8132,Cho Denei-ban SD Gundam Sangokuden Brave Battle Warriors
8132,SD Gundam Sangoku Den Brave Battle Warriors
8132,BB Senshi
165481,The Battle Tales of Flanagan Boon
147052,Mobile Suit Gundam: Gundam: Anaheim Record
150134,Mobile Suit Gundam Far East Japan
88196,Mobile Suit Gundam: Hybrid 4-Koma Dai Sensen
30353,Mobile Suit Gundam Senki REBELLION: Lost War Chronicles
126626,Ral Feasts: Ramba Ral's Immoral Meal
96933,Mobile Suit Gundam: Hunter of Black Clothes
120600,Mobile Suit Gundam Aggressor
159411,SDガンダムくろにくる くるくる劇場
159411,SD Gundam Kuro ni Kuru Kurukuru Gekijou
159411,SDガンダムくろにくる
159411,SD Gundam Kuro ni Kuru
72401,Mobile Suit Variation War Johnny Ridden
146662,Amuro and I
2302,Mobile Suit SD Gundam Mk. I
2303,Mobile Suit SD Gundam Mk. II
2305,Mobile Suit SD Gundam Mk. III
2304,Mobile Suit SD Gundam Mk. IV
6792,Mobile Suit SD Gundam Mk. V
9098,SD Gundam Festival
9087,SD Gundam Musha Knight Command Emergency Sortie
9087, SD Gundam Scramble
9087, 
130818,Mobile Suit Gundam: The Anthology
129287,Mobile Suit Gundam: U.C. War Chronicle Memories of Char Aznable
20756,Gundam Sousei
45018,Kidou Senshi Gundam-san
45018,Gundam Sousei
111457,ガンダム創世
111457,Gundam Sousei
111457,Gundam o Tsukutta Otokotachi.
81179,Uchuu Seiki Eiyuu Densetsu - Kougei Hakurou-hen
81179,Mobile Suit Gundam MSV-R: Legend of the Universal Century Heroes
81179,Mobile Suit Variation-R
81179,Aoki Kyosei no Senei-hen
145713,Mobile Suit Gundam: Rust Horizon
145713,機動戦士ガンダム RUST HORIZON
9040,Model Suit Gunpla Builders Beginning G
4024,"ハローキティの白雪姫, (Hello kitty no Shirayukihime,Hello Kitty in ""Snow White and the Seven Dwarfs"")"
4024,"バッドばつ丸のオオカミが来た!, (Bad Badtz-maru no Ookami ga Kita!, Badtz-Maru in ""The Shepherd Boy and the Wolf"")"
4024,"ポチャッコのジャックと豆の木, (Pochakko no Jack to Mamenoki, Pochacco in ""Jack and the Beanstalk"")"
4024,"ハローキティの王様の耳はロバの耳, (Hello Kitty no Susama no Mimi wa Roba no Mimi, Hello Kitty & Mimmy in ""The Story of King Midas"")"
4024,"ハローキティのヘンゼルとグレーテル, (Hello Kitty no Hansel to Gretel, Hello Kitty & Dear Daniel in ""Hansel & Gretel"")"
4024,"マイメロディの赤ずきん, (My Melody no Akazukin, My Melody in ""Little Red Riding Hood"")"
4024,"ハローキティのかぐや姫, (Hello Kitty no Kaguya-Hime, Hello Kitty in ""The Bamboo Princess"")"
4024,"ハンギョドンのはだかの王様, (Hangyodon no Hada ka no Ousama, Hangyodon in ""The Emperor's New Clothes"")"
4024,"ハローキティのねむれる森の美女, (Hello Kitty no Nemureru Mori no Bijo, Hello Kitty in ""Sleeping Beauty"")"
4024,"バッドばつ丸のアリとキリギリス, (Bad Badtz-Maru no Ari to Kirigirisu, Badtz-Maru in ""The Ants and the Grasshopper"")"
4024,"ハローキティの白鳥の王子, (Hello Kitty no Hakuchou no Ouji, Hello Kitty in ""The Wild Swans"")"
4024,"おさるのもんきちの金の斧 銀の斧, (O Saru no Monkichi no Kin no Ono Gin no Ono, Monkichi in ""Mercury and the Workmen"")"
4024,"ハローキティのくるみ割り人形, (Hello Kitty no Kurumiwari Ningyou, Hello Kitty in ""The Nutcracker"")"
4024,"コロコロクリリンの田舎のネズミ都会のネズミ, (Corocorokuririn no Inaka no Nezumi Tokai no Nezumi, Corocorokuririn in ""The Country Mouse and the Town Mouse"")"
4024,"ハローキティの桃太郎, (Hello Kitty no Momotarou, Hello Kitty in ""Momotaro"")"
4024,"ポムポムプリンのウサギとカメ, (Pompompurin no Usagi to Kame, Pompompurin in ""The Tortoise and the Hare"")"
4024,"ハローキティのシンデレラ, (Hello Kitty no Cinderella, Hello Kitty in ""Cinderella"")"
4024,"アヒルのペックルのアヒルのドレイクステール, (Ahiru no Pekkle no Ahiru no Drakestail, Pekkle in ""Drakestail"")"
4024,"けろけろけろっぴのアラジンと魔法のランプ, (Kero Kero Keroppi no Arajin to Mahou no Ranpu, Keroppi in ""Aladdin and the Magic Lamp"")"
4024,"ハローキティのマッチ売りの少女, (Hello Kitty no Match Uri no Shoujo, Hello Kitty in ""The Little Match Girl"")"
4024,"ハローキティの長靴をはいた猫, (Hello Kitty no Nagagutsu o Haita Neko, Hello Kitty in ""Puss in Boots"")"
4024,"アヒルのペックルのみにくいアヒルの子, (Ahiru no Pekkle no Minikui Ahiru no ko, Pekkle in ""The Ugly Duckling"")"
4024,"ハローキティのおやゆび姫, (Hello Kitty no o Yayu bi Hime, Hello Kitty in ""Thumbelina"")"
4024,"ポムポムプリンの北風と太陽, (Pompompurin no Kitakaze to Taiyou, Pompompurin in ""The North Wind and the Sun"")"
4024,"ハローキティの雪の女王, (Hello Kitty no Yuki no Joou / Hello Kitty & Dear Daniel in ""The Snow Queen"")"
4024,"ハローキティの3匹の子ぶた, (Hello Kitty no 3 Hiki no ko Buta / Hello Kitty, Mimmy, & Dear Daniel in ""The Three Little Pigs"")"
124435,Hello Kitty: Epleskogen og Parallellsonen
130530,キキとララのヘンゼルとグレーテル
130530,ハローキティのしらゆきひめ
130530,けろけろけろっぴのガリバーの冒険
130530,ハローキティのアルプスの少女ハイジ
130530,ハローキティのかぐや姫
130530,アヒルのペックルのアラジンと魔法のランプ
130530,アヒルのペックルのシンドバッドの冒険
130530,ハローキティの不思議の国のアリス
130530,けろけろけろっぴのロビンフッド
130530,ハローキティのアルプスの少女ハイジⅡ -クララとの出会い-
130530,ハローキティの小公女
130530,Kiki to Lara no Hanzel to Gretel
130530,Hello Kitty no Shirayuki-hime
130530,Kero Kero Keroppi no Gulliver no Bouken
130530,Hello Kitty no Alps no Shoujo Heidi
130530,Hello Kitty no Kaguya-hime
130530,Ahiru no Pekkle no Aladdin to Mahou no Lamp
130530,Ahiru no Pekkle no Sinbad no Bouken
130530,Hello Kitty no Fushigi no Kuni no Alice
130530,Kero Kero Keroppi no Robin Hood
130530,Hello Kitty no Alps no Shoujo Heidi Ⅱ - Clara to no deai
130530,Hello Kitty no Shoukoujo
3202,Love! Hello Kitty
3202,I love you! Hello Kitty
45829,Haroo Kiti Piisu!
169147,Hello Kitty Beat
9770,Hello Kitty: Stubbelandsbyen
9770,Hello Kitty: Leśny zakątek 
14253,My Melody's Little Red Riding Hood
2489,My Melody's Magical Adventure
161632,クロミズ・プリティ・ジャーニー
14947,Onegai My Melody: Friend & Love
12965,Eiga Jewelpet Sweets Dance Princess
6008,Jewel Pet
8217,Jewelpet 2
8217,Jewelpet Twinkle Star
8217,Jewelpet Tinkle☆
19619,Jewelpet Tinkle Special-hen
19619, Jewelpet Twinkle: A Rainbow of Smiles Doki Doki!
9292,Kiki and Lala's Blue Bird
140317,Discipline Video with Hello Kitty
140317,Hello Kitty - Jeg kan...
2391,Superior Defender Gundam Force
148339,Mobile Suit Gundam Blazing Shadow
148339,Mobile Suit Gundam: The Blazing Shadow
21814,GUNDAM BUILD FIGHTERS TRY OVA
117939,ビルドダイバーリゼ
147411,Mobile Suit Gundam MS IGLOO 2: Gravity Front
147411,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront
147349,Mobile Suit Gundam MS IGLOO: Apocalypse 0079
43421,Mobile Suit Gundam MS IGLOO 603
124798,Mobile Suit Gundam Bandiera
20355,Gundam x Toyota
20355,Char Aznable x Auris
20355,Zeonic Toyota
97395,Mobile Suit Gundam Thunderbolt Gaiden
152997,Despair Memory Gundam Sequel
121263,Plastic Model Kyoushirou
93628,Mobile Suit Gundam: Zeon MS Boys - The War of Independence
154050,Mobile Suit Gundam N-Extreme
147408,Magical Ensign Blaster Mari
147409,Gundam Jupiter Mirage
135645,高达破坏者 对战记录
164329,Mobile Suit Gundam Red Giant 3rd MS Team
113138,Mobile Suit Gundam: Shining Life Chronicle U.C.
87539,龙的牙医
1288,Patlabor The Mobile Police: The Original OVA Series
1288,Kidou Keisatsu Patlabor: Early Days
324,Mobile Police Patlabor ON TELEVISION
1289,Patlabor 2
1289,Kidou Keisatsu Patlabor (1990)
2733,Mobile Police Patlabor Minimum
1095,Kidou Keisatsu Patlabor Gekijouban
1095,Patlabor 1: The Movie
1095,Patlabor: The Mobile Police
1095,Mobile Police Patlabor: The Movie
1290,WXIII: Patlabor the Movie 3
1290,Wasted Thirteen Kidou Keisatsu Patlabor
1096,Kidou Keisatsu Patlabor 2 The Movie
33254,Tetsuwan Badi II
33254,Birdy The Mighty II
33254,Birdy the Mighty 2
33254,鉄腕バーディー(II)
3974,Tetsuwan Birdy (2008)
3974,Birdy the Mighty TV
5074,Tetsuwan Birdy Decode 2nd Season
6380,Tetsuwan Birdy Decode OVA
6380,Birdy the Mighty Decode OVA
40909,Tetsuwan Badi
53469,Birdy the Mighty Evolution
44956,Kyūkyoku Chōjin R
44956,Kyūkyoku Chōzin R
44956,Kyuukyoku Choujin A~ru
6796,Kyukyoku Chojin R
6796,Kyuukyoku Choujin A~ru
6796,Kyukyoku Choujin R
6796,R The Ultimate Esper
95288,Mobile Police Patlabor
100330,عالم جميل
110131,Shinkansen-Transforming Robot Shinkalion the Movie: The Mythically Fast ALFA-X That Came From Future
110131,Shinkalion the Movie: Godspeed ALFA-X That Comes from the Future
110131,Shinkansen-Transforming Robot Shinkalion the Movie:The Marvelous Fast ALFA-X That Came From Future
4130,Puchi Eva
4130, Eva-School
4130,EAS
4130,EOS
55632,Petit Eva First
30698,Shinseiki Evangelion
30698,Neogénesis Evangelion
30698,เอวานเกเลี่ยน
30698,Новый век: Евангелион
30760,Neon Genesis Evangelion: Girlfriend of Steel 2
30760,The Iron Maiden 2nd
51753,Neon Genesis Evangelion: Ikari Shinji Tantei Nikki
51753,Neon Genesis Evangelion: Shinji Ikari's Detective Journal
33500,Shinseiki Evangelion: Ikari Shinji Ikuseikeikaku
33500,Neon Genesis Evangelion: Shinji Ikari Raising Project 
33500,Ikari Shinji Raising Project
33500,Neogénesis EVvangelion: El Plan de Entrenamiento de Shinji Ikari
35178,Neon Genesis Evangelion Academy: Record of Heaven's Decent
35178,Neon Genesis Evangelion - Cronache Degli Angeli Caduti
35178,Academia Neogénesis Evangelion: Apocalipsis
55594,Evangelion Anima
87308,Tony Takezaki's Evangelion
79859,Shinseiki Evangelion: Comic Tribute
79859,Canine Evangelion
79859,Evangelion: Shinji to Asuka to Atsui Hi
125785,KATE 「綾波レイ、はじめての口紅」
125785,"Kate: Rei Ayanami, hajimete no kuchibeni"
125785,"Rei Ayanami, First Lipstick"
125785,KATE 「綾波レイ、はじめての口紅、その後」
125785,"Kate: Rei Ayanami, hajimete no kuchibeni, sonogo"
121,Full Metal Alchemist
121,FMA
121,אלכימאי המתכת
121,Stalowy Alchemik
121,강철의 연금술사
121,แขนกล คนแปรธาตุ
121,鋼之鍊金術師
121,钢之炼金术师
121,Железният Алхимик
34658,FMA
34658,Fullmetal Alchemist Novel
30025,Full Metal Alchemist
30025,FMA
30025,HagaRen
30025,Fullmetal Alchemist Gaiden
30025,Çelik Simyacı
30025,Fullmetal Alchemist - Ocelový alchymista
30025, Стальной Алхимик
30025,Сталевий Алхімік
30025,Cang Giả Kim Thuật Sư
30025,Čelični alhemičar
104680,Gaiden - Tabi no Hajimari
104680,Gaiden - Nagai
62409,Fullmetal Alchemist: The Prototype
5114,FMA
5114,FMAB
5114,Hagaren
5114,الخيميائي الفولاذي
5114,אלכימאי המתכת: אחוות אחים
5114,Full Metal Alchemist: Brotherhood
5114,钢之炼金术师 FULLMETAL ALCHEMIST
5114,แขนกล คนแปรธาตุ: บราเธอร์ฮูด
9135,Fullmetal Alchemist Movie 2
9135,Hagane no Renkinjutsushi Movie 2
9135,FMA Movie 2
9135,Fullmetal Alchemist: La Estrella Sagrada de Milos
9135,钢之炼金术师 叹息之丘的圣星
10842,Fullmetal Alchemist: Milos no Seinaru Hoshi Specials
166142,Fullmetal Alchemist 11.5
166142,Fullmetal Alchemist: Before the Trip
166142,Hagane no Renkinjutsushi: Tabidachi no Mae ni
6421,Moumoku no Renkinjutsushi
6421,The Blind Alchemist
6421,Shinpuru na Hitobito
6421,Simple People
908,State Alchemists vs Seven Homunculi
908,Enkai-hen
908,Chibi Party
908,Kodomo-hen
430,Gekijyouban Hagane no Renkinjutsushi - Shanbara wo Yuku Mono
430,Fullmetal Alchemist the Movie: Conqueror of Shamballa
430,Fullmetal Alchemist: The Conqueror of Shamballa
430,แขนกลคนแปรธาตุ เดอะมูฟวี่ฝ่ามิติพิชิตแดนสวรรค์
430,Giả kim thuật sư: Người chinh phục Shamballa
120697,不要欺负我、长瀞同学
120697,"Arrête de me chauffer, Nagatoro!"
120697,ยัยตัวแสบแอบน่ารัก นางาโทโระ
120697,"Не издевайся надо мной, Нагаторо"
120697,"괴롭히지 말아요, 나가토로 양	"
120697,"Jangan main-main denganku, Nona Nagatoro Serangan Ke-2 "
100664,"Please don't bully me, Nagatoro"
100664,不要欺负我、长瀞同学
100664,"No me jodas, Nagatoro"
100664,"Nie drocz się ze mną, Nagatoro!"
100664,"No me rayes, Nagatoro"
100664,ยัยตัวแสบแอบน่ารัก นางาโทโระ
100664,"Arrête de me chauffer, Nagatoro"
100664,"Neck mich nicht, Nagatoro-san"
132641,"Ijiranaide, Nagatoro-san Comic Anthology Vol. 4"
132641,不要欺负我、长瀞同学
132646,"Ijiranaide, Nagatoro-san Comic Anthology Vol. 3"
132645,"Ijiranaide, Nagatoro-san Comic Anthology Vol. 2"
104616,I wanna Toy With Miss Nagatoro!!
104616,"Ijiranaide, Nagatoro-san Comic Anthology Vol. 1"
140596,"Don't Toy With Me, Miss Nagatoro Season 2"
140596,ยัยตัวแสบแอบน่ารัก นางาโทโระ ภาค 2
140596,"Не издевайся надо мной, Нагаторо! 2 раунд"
160054,"DON'T TOY WITH ME, MISS NAGATORO 2nd Attack Mini Anime"
133173,"Don't Toy With Me, Miss Nagatoro Official Fanbook"
133173,I Want to Know More! Miss Nagatoro!
122075,"Don't Toy With Me, Miss Nagatoro x Magical Sempai"
122075,Nagatoro x Magical Sempai Crossover
87056,Tejina-senpai 
105074,Magical Senpai
113431,"Fantasy World Senpai: Looks Like Tejina Senpai Is a Failure in This World, Too"
101921,Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains
101921,קאגויה סאמה
101921,辉夜大小姐想让我告白～天才们的恋爱头脑战～
101921,辉夜姬想让人告白
101921,辉夜姬想让人告白～天才们的恋爱头脑战～
101921,辉告
101921,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
101921,Kaguya-sama : L'Amour est une guerre
101921,สารภาพรักกับคุณคางุยะซะดีๆ ~สงครามประสาทความรักของเหล่าอัจฉริยะ~
101921,"Кагуя хочет, чтобы ей признались: Война любви и разума гениев"
101921,Госпожа Кагуя: В любви как на войне
112641,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 2
112641,Kaguya-sama: Love is War Season 2
112641,辉夜大小姐想让我告白～天才们的恋爱头脑战～第二季
112641,辉夜大小姐想让我告白～天才们的恋爱头脑战～ 2
112641,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen
112641,สารภาพรักกับคุณคางุยะซะดีๆ ~สงครามประสาทความรักของเหล่าอัจฉริยะ~ ภาค 2
112641,"Кагуя хочет, чтобы ей признались: война любви и разума гениев 2"
112641,Госпожа Кагуя: в любви как на войне. 2 сезон
125368,Kaguya-sama: Love is War OVA
125368,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA
86635,Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains
86635,카구야 님은 고백받고 싶어 ~천재들의 연애 두뇌전~
86635,Miłość to wojna
86635,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
86635,Госпожа Кагуя: В любви как на войне. Любовная битва двух гениев
86635,สารภาพรักกับคุณคางุยะซะดีๆ ~สงครามประสาทความรักของเหล่าอัจฉริยะ~ 
86635,Kaguya-sama: Cuộc chiến tỏ tình
86635,辉夜大小姐想让我告白 ~天才们的恋爱头脑战
86635,輝夜姬想讓人告白~天才們的戀愛頭腦戰~
125367,Kaguya-sama: Love is War Season 3
125367,辉夜大小姐想让我告白～天才们的恋爱头脑战～ 3
125367,辉夜大小姐想让我告白～天才们的恋爱头脑战～ 第三季
125367,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3
125367,สารภาพรักกับคุณคางุยะซะดี ๆ ~สงครามประสาทความรักของเหล่าอัจฉริยะ~ ภาค 3
125367,สารภาพรักกับคุณคางุยะ ซะดี ๆ -อุลตร้า โรแมนติก-
125367,Kaguya-sama wa Kokurasetai 3rd Season
125367,Kaguya-sama: Cuộc Chiến Tỏ Tình - Ultra Romantic
125367,Госпожа Кагуя: в любви как на войне. Ультраромантика
125367,Nona Kaguya Ingin Ditembak: Ultra Romantic
125367,"Кагуя хочет, чтобы ей признались: война любви и разума гениев 3"
151384,Kaguya-sama: Love is War Movie
151384,Kaguya-sama: Cuộc chiến tỏ tình - Nụ hôn đầu không hồi kết
126244, Kaguya Wants to be Confessed to Darkness
126245,Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains
126245,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
126246,Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains
126246,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
117195,Favorite Girl
117195,My Idol's Child
117195,[Mein*Star]
117195,[เกิดใหม่เป็นลูกโอชิ]
